date,predicted_demand,lower_bound,upper_bound
2018-06-24,8908.53462560526,5335.610949205207,12238.191732678797
2018-06-25,10596.404473355973,7113.011879154294,13805.778402575392
2018-06-26,9899.597458561522,6607.943985735952,13236.931473411096
2018-06-27,9861.85706658033,6502.99959231292,13115.789006043238
2018-06-28,9482.645770087622,6021.300246022917,12970.29841869411
2018-06-29,8605.441919143572,5198.601056951316,12224.552236125273
2018-06-30,8356.168624186646,5122.555660284467,11909.560677346804
2018-07-01,7168.532029352894,3465.8308064128055,10516.12366273652
2018-07-02,7701.650850984804,4030.7944712739513,11107.102151259718
2018-07-03,6609.148634423757,3298.94153623884,10208.90702575163
2018-07-04,7444.024791243828,4052.6605053714798,10757.181199521241
2018-07-05,8780.423104752868,5217.267643519851,12328.267729483077
2018-07-06,9508.683481020087,6173.494621570969,13230.769838878336
2018-07-07,9996.916052670324,6566.503955465684,13437.37520614054
2018-07-08,8540.67544861997,5289.8412748501305,11854.890657074966
2018-07-09,8425.927027671334,4999.044176570199,11674.684187340425
2018-07-10,6809.360889201728,3585.507882910586,10615.255295927309
2018-07-11,7516.363047155091,4118.993795741942,10931.083457838666
2018-07-12,8804.971928435583,5344.347790936754,12240.899391109311
2018-07-13,9274.188735537757,5972.190950499061,12805.575034371086
2018-07-14,9441.056825471464,6009.270935502381,12989.535913298369
2018-07-15,7981.860744518455,4688.731086875921,11701.877105686512
2018-07-16,8526.453611837695,5026.577534387666,11915.412264591463
2018-07-17,7847.989300521536,4183.778745542284,11038.061584175925
2018-07-18,9220.79083511014,5734.552495153948,12912.408916362518
2018-07-19,10394.463987814936,6947.797079894477,13662.298411738291
2018-07-20,10110.56796001831,6632.800962679912,13781.542607849968
2018-07-21,9571.438491695048,6256.754261601235,13158.668729849642
2018-07-22,7950.584500010104,4519.954291207894,11245.70277204386
2018-07-23,8884.748684721702,5664.521044815769,12640.910962485013
2018-07-24,8423.372220554393,4834.1513932757825,11682.948713648748
2018-07-25,9403.486708429848,6046.3060478501375,12875.860418165827
2018-07-26,9623.02692013262,5977.88779856178,12955.149809681996
2018-07-27,8481.179629085496,4859.515591638142,11902.599327412283
2018-07-28,7850.087417938185,4592.601672375252,11442.811669071878
2018-07-29,6846.19585923755,3280.144023686207,10266.125302041999
2018-07-30,8515.395096684131,5093.082603208901,12060.514765885751
2018-07-31,8074.235208779251,4693.900363958021,11272.59625544721
2018-08-01,8364.08599136148,4895.269881267854,11899.126637755578
2018-08-02,7761.751531894232,4262.011489336157,11063.325490470652
2018-08-03,6408.748648218079,3169.6927073227935,9963.865146758604
2018-08-04,6397.002805382653,2991.146390634484,9806.598062182544
2018-08-05,6240.083079366071,2726.5870423309825,9572.988585524734
2018-08-06,8285.068717321326,4878.122199211309,11560.764107663475
2018-08-07,7350.5372471640285,3973.7344090899524,10802.19934563086
2018-08-08,6836.261237998176,3364.7599421237037,10249.267379170744
2018-08-09,5840.219872348274,2433.395143669109,9411.612781000395
2018-08-10,4866.469131948883,1499.5908878043217,8446.278053792908
2018-08-11,5745.036122317697,2315.341052072308,8954.518833185404
2018-08-12,6330.389818130448,2850.7062592131683,9880.816436627132
2018-08-13,8731.101643493685,5427.685065886272,12513.911111743542
2018-08-14,7878.725455483997,4459.932203943397,11407.131695535452
2018-08-15,6422.066594249221,3037.684607719919,9729.878737208777
2018-08-16,7373.419378905708,3572.4615425745383,10778.974097603026
2018-08-17,6929.404463190872,3671.4373874510584,10564.31655687553
2018-08-18,7695.320418035373,4122.268956604698,11064.082034710513
2018-08-19,7410.269222172556,4056.8557062226596,10592.315247643477
2018-08-20,8833.374054139957,5798.875261362168,12456.92975228203
2018-08-21,7512.3345169500435,3829.1291576430594,11053.859524661702
2018-08-22,7686.978061126812,4177.9632262325085,11177.411314104702
2018-08-23,7918.082651112163,4569.345804130292,11339.90555056281
2018-08-24,7445.090722316634,3953.2538618069802,10983.392261557641
2018-08-25,7329.399489201559,3782.137799855359,10650.796883349023
2018-08-26,5813.394184454046,2570.806480106269,9382.692587385127
2018-08-27,6670.878871378696,3162.479146360636,10060.830067130046
2018-08-28,5826.09824002262,2224.543194022726,9418.334195093206
2018-08-29,7234.567461528407,3850.5482862123463,10284.351557711763
2018-08-30,8525.116390038449,4899.693649221,12104.092230087395
2018-08-31,8344.153317976547,4802.191898387765,11965.658250694969
2018-09-01,8015.83165851825,4535.820845364856,11531.796957048457
2018-09-02,6481.131794657582,3016.6556507012992,10019.342879803013
2018-09-03,8064.710863013979,4761.287610611999,11483.726943789366
2018-09-04,8250.930905505855,4759.985230651174,11796.735266651813
2018-09-05,10232.549522608258,6645.250711787923,13646.063592417588
2018-09-06,11000.560954763734,7410.985991230484,14437.378959213549
2018-09-07,9444.901495599588,5942.807181604617,12896.959030584747
2018-09-08,7853.662956615589,4214.581981911149,11219.960638680071
2018-09-09,5938.957903061404,2528.743589122918,9295.973747206792
2018-09-10,8146.945203071865,4469.745226252818,11459.29366182719
2018-09-11,9158.944764103606,5598.302851753855,12641.679024358014
2018-09-12,11511.257961939338,8034.9836156766905,14879.880879240123
2018-09-13,11947.37008874316,8433.168722672634,15454.365835689752
2018-09-14,9692.385705709376,6477.133304777118,13152.600339456108
2018-09-15,7440.890588614397,3743.932044147577,10658.279762369959
2018-09-16,4793.421251938805,1455.4400883893472,8276.286357754156
2018-09-17,5895.9270470064575,2222.359981534708,9328.152261380736
2018-09-18,5209.929628167107,1611.9360386698172,8568.154180989935
2018-09-19,5960.082399488869,2747.774785187715,9474.646685516884
2018-09-20,5860.008341259549,2343.7472120817197,9115.585023853197
2018-09-21,4748.077826309737,1505.2250606574278,8380.651209842576
2018-09-22,4978.972927458437,1473.7619704906203,8375.071035225681
2018-09-23,2926.775775675674,-855.2924052321112,6385.891171082425
2018-09-24,2974.5424751952232,-690.8511076838867,6588.664221484212
2018-09-25,5353.91824973685,1869.1590651492245,8593.899294789511
2018-09-26,11998.646598828005,8270.952726736034,15274.503034197198
2018-09-27,6870.097504890177,3571.8773089359693,10281.73721877442
2018-09-28,5481.671709855908,1685.0300652375827,8841.998199100337
2018-09-29,5188.515081906825,1624.5632333206736,8549.938349648077
2018-09-30,3855.6262977676233,631.4410698798208,7521.382361880201
2018-10-01,4915.813023445182,1383.2475339611365,8265.26470795831
2018-10-02,3300.781531614326,-345.05959955293145,6716.79026243641
2018-10-03,12571.83984407503,9189.822987925681,16049.768348975187
2018-10-04,5351.150717166797,2070.0481375588424,8708.817548350851
2018-10-05,6423.101660254673,3064.161402996306,9862.714681498232
2018-10-06,7831.7617157673,4497.768889048762,11272.891036714376
2018-10-07,6769.667469302016,3299.1907701634163,10316.661584813957
2018-10-08,7170.9768803310935,3858.044927209722,10716.953156847312
2018-10-09,-1298.1148810914342,-4401.17518710084,2217.4662129877393
2018-10-10,5296.080933241508,1798.4598086945298,9107.176766282739
2018-10-11,6913.031158803541,3382.674514848177,10186.716113262068
2018-10-12,8095.315363009758,4766.195064915958,11413.1711917545
2018-10-13,9327.8349918058,5866.477069834977,13008.556664853595
2018-10-14,8135.9409362353035,4564.712206917584,11198.564897967282
2018-10-15,9045.145777314176,5617.0876902098735,12410.010579805785
2018-10-16,7677.703274099306,4402.208643202913,10917.469099584781
2018-10-17,9070.267704513013,5441.688104696205,12621.949948430622
2018-10-18,10583.834118770357,7328.187011959011,13920.231041690855
2018-10-20,10030.048125072475,6844.855962519155,13532.62266882788
2018-10-21,7711.730855301767,4223.026713229858,10872.869074569304
2018-10-22,8557.129781186215,5129.79274131775,12175.453858294482
2018-10-23,7550.60822965774,4112.651294197479,10923.903870076327
2018-10-24,8913.330000444865,5460.834274063559,12463.294442778179
2018-10-25,9578.383802571763,5993.877934989797,13006.623246545363
2018-10-26,8344.335461195082,4766.056876795434,11530.454734143641
2018-10-27,7450.243675539878,4196.9748942364695,10825.526735067971
2018-10-28,5767.296445936025,2222.957284115541,8915.288893922248
2018-10-29,7808.204967976335,4395.214099531921,10977.226205637493
2018-10-30,7330.311913425383,3853.169188344412,10897.40976375807
2018-10-31,8031.793295155554,4821.856844566613,11291.325706287329
2018-11-01,7256.441449601742,3749.103798863677,10565.836226326624
2018-11-02,4915.624151602163,1651.165296925016,8455.367540589874
2018-11-03,4067.720322571099,486.25914305476147,7415.753204336943
2018-11-04,3293.72626167752,-97.59033709624455,6945.743500055285
2018-11-05,6186.747007134531,2777.3132858892113,9587.816548813376
2018-11-06,5594.486710276169,1805.0186323832495,8890.218239650327
2018-11-07,5463.272066256108,1846.5032730352953,8775.508850420647
2018-11-08,4025.313774723688,590.4435631130569,7014.378077146817
2018-11-09,2010.7799870669492,-1194.8577734888772,5438.1006627933375
2018-11-10,2506.3985955793933,-1005.5287175775554,5896.646513732222
2018-11-11,3279.8339407159347,-358.93641298448017,6606.650242701521
2018-11-12,7242.353780079694,3710.8457123730436,10538.877666240902
2018-11-13,7041.072910188942,3699.0882438387707,10702.389083496819
2018-11-14,7237.45900997588,3735.8927876456446,10646.647888111158
2018-11-15,6439.651085749976,3261.911262289264,9967.96696776796
2018-11-16,5112.764322220063,1671.6348215718929,8624.995752429866
2018-11-17,5640.092904058639,2013.7768731654012,8872.011196768552
2018-11-18,5297.068377852378,1683.199057200508,8801.665093130145
2018-11-19,7504.379481343187,4136.256661508564,10902.918494487929
2018-11-20,5850.991703812989,2399.107399694618,9175.08628705261
2018-11-21,5777.077674620997,2327.414951687769,9293.57716527318
2018-11-22,5640.320135659477,2132.806740329005,9198.292493931229
2018-11-23,4887.448216528397,1361.131010448186,8211.770555740422
2018-11-24,5095.639633498005,1487.4335849864847,8545.164000036775
2018-11-25,3651.0464488094194,87.64657888453343,7199.901043977757
2018-11-26,5110.854441836957,2033.922222947343,8520.842421480967
2018-11-27,3941.5702146783865,543.5336045146452,7441.877933749132
2018-11-28,5676.818984685853,2318.703940866805,9181.713758860775
2018-11-29,7605.6490524868095,4107.214964002819,11101.971843533229
2018-11-30,8028.656836760917,4376.26565816135,11358.565803956528
2018-12-01,8318.17547433028,4908.613037039008,11723.865854828797
2018-12-02,6610.943641821936,3015.631182624143,9904.40046373506
2018-12-03,8541.995618915715,5160.716454272457,11770.406250891152
2018-12-04,8657.792775527854,5289.009969701103,12477.760894787309
2018-12-05,11776.243647794525,8356.00072453722,15108.795866954695
2018-12-06,14108.64386301114,10728.699441655759,17433.645893098143
2018-12-07,13713.384856627288,10110.735972674538,17265.327397682046
2018-12-08,12865.493390189164,9430.494718374946,16163.253759704658
2018-12-09,10889.603475038875,7294.536220269872,14114.602387219631
2018-12-10,14031.568092134532,10711.72222167731,17276.438015673946
2018-12-11,16125.804117076517,12736.595873898796,19518.85145581739
2018-12-12,20934.787559365323,17365.5092832292,24437.136318766326
2018-12-13,23891.097643620167,20503.497849227042,27426.02506847022
2018-12-14,23171.781335631757,19852.682157891286,26737.78092330004
2018-12-15,21663.54877219543,18338.993752999293,25059.53534857943
2018-12-16,18896.209604868793,15341.36775446238,22378.14303682238
2018-12-17,20858.4654397626,17235.456434990534,24341.51796658086
2018-12-18,20885.662822752554,17449.35237947707,24631.8697101436
2018-12-19,23177.255812445408,19572.849783035545,26600.506880142202
2018-12-20,24302.960324119784,20980.184741512963,27750.658948710836
2018-12-21,23642.569119138643,20283.524272164606,27041.45011681442
2018-12-22,24311.459662734353,20888.624607164165,27659.623282336805
2018-12-23,24642.724322016646,21465.64847037042,28023.504391819955
2018-12-24,28992.315955525424,25597.12557853344,32128.52733058335
2018-12-25,28728.58840331725,25551.56666905914,32281.857130369084
2018-12-26,30854.179414166236,27446.06461463587,34305.36781719023
2018-12-27,30474.165847419074,27078.120669902128,33667.94276509916
2018-12-28,28465.219802681146,25110.732054375683,31884.745024964257
2018-12-29,27732.034302668548,24423.642342313764,30993.789105482818
2018-12-30,25832.189408878035,22607.684031690074,29179.330167667078
2018-12-31,27019.255263402705,23493.65123778868,30429.55389219503
2019-01-01,23320.951252600844,19990.53331741017,26495.79030325726
2019-01-02,23663.739130638412,20063.997117586645,27173.002784801633
2019-01-03,23482.53514167065,20199.907471044,26871.223056905517
2019-01-04,23128.29583992385,19869.714834251576,26727.211746073925
2019-01-05,23939.495477439967,20699.79308320411,27391.71584755774
2019-01-06,22125.857361477953,18331.447976312986,25478.752184689827
2019-01-07,21977.588705694176,18663.401977555528,25316.639449290673
2019-01-08,17417.31471993273,14315.539482034323,20943.292056910752
2019-01-09,15759.549869328284,12081.561216363967,19226.6745501043
2019-01-10,15510.956405998597,12292.387126217052,18981.77764099866
2019-01-11,15488.382099751467,12094.551055793654,19182.115071326505
2019-01-12,16454.662901306056,12954.603712597402,19770.395467410643
2019-01-13,14636.627866352797,11085.029826519723,17926.92170081696
2019-01-14,15010.17322682704,11682.151741728918,18356.253626238897
2019-01-15,11720.17519492248,8348.059959568178,15045.008706932453
2019-01-16,11645.882375478724,8232.028135756775,15221.247635745773
2019-01-17,12151.687594962246,8917.293504311709,15688.352410239468
2019-01-18,11368.31667143128,8059.202921108329,14614.442705954361
2019-01-19,10578.772962086132,6943.574244170403,13970.24217785339
2019-01-20,7309.886200491836,3909.6600271361176,10954.954291771934
2019-01-21,7709.254333490473,4375.696911137359,11105.757370984455
2019-01-22,5732.8429908975095,2166.3942717566797,9120.381069682637
2019-01-23,7274.560498039812,3895.667889641973,10774.206784479362
2019-01-24,8640.849527075898,5203.996827513491,11879.864632297988
2019-01-25,7970.602963673174,4661.185078036659,11582.399695795913
2019-01-26,7567.395841388875,4232.692110291947,11012.386577634961
2019-01-27,5806.149369760309,2428.6888108405806,9429.877030554562
2019-01-28,8700.699432704134,5142.655523113859,12093.175626176448
2019-01-29,8802.548808318174,5340.207955233782,12131.10835191094
2019-01-30,10837.957022086728,7506.457444379153,14120.517575510414
2019-01-31,10979.22500756503,7495.581434730272,14628.314320155294
2019-02-01,8549.028003997519,4793.769300338081,12075.071776579782
2019-02-02,7329.445650692774,3585.9031364593484,10645.192636835904
2019-02-03,6096.225483449046,2501.014010234594,9546.270473679115
2019-02-04,9243.530923643782,6010.006309822924,12608.28310867666
2019-02-05,8082.007505897524,4618.3822303744455,11743.940549307565
2019-02-06,8568.14116921676,5285.863651264652,12029.997928133533
2019-02-07,10636.127987187989,7050.284090247762,13834.93637390035
2019-02-08,7838.368844396218,4451.033009609742,11306.716559084713
2019-02-09,7676.792475566236,4204.408788166457,11019.486485443718
2019-02-10,8264.914777054733,4747.133175677743,11891.617513067662
2019-02-11,13782.673240133623,10505.976559477755,17043.735492793698
2019-02-12,14677.701726690664,11297.3562234874,17987.48483196866
2019-02-13,15770.97670057156,12328.440872582112,19158.509019758563
2019-02-14,14647.471302012993,11262.870119035882,17950.59541957628
