date,predicted_demand,lower_bound,upper_bound
2018-01-16,1657.2899386235629,-1882.0810086696922,5368.502519970823
2018-01-17,1588.528046783924,-1711.7233652416853,5065.429968466923
2018-01-18,1262.083125882273,-2223.6933406281505,4734.07431281282
2018-01-19,1504.3320243121561,-1923.284115705052,4803.4914739279375
2018-01-20,1438.4521433952775,-1946.0268620393454,4727.0748037705625
2018-01-21,1173.0016108915197,-2346.6280162212593,4690.295764534992
2018-01-22,1194.4339380798901,-2484.2332932048025,4529.091691878835
2018-01-23,659.9579057790748,-2966.7614649450798,3906.782860285782
2018-01-24,606.5210587715816,-3045.303960781129,4107.498031245224
2018-01-25,321.9111076299756,-3225.988716271628,3911.712376268394
2018-01-26,662.4251815097202,-2535.5260371516406,4295.125320888675
2018-01-27,744.7691130946758,-2714.537442377544,4192.206233517829
2018-01-28,769.1313288469761,-2751.7327906161568,4147.685561446551
2018-01-29,1281.9705475502285,-1915.9431709457047,5028.033996461974
2018-01-30,1295.966362278149,-2290.783377045698,4728.706902369123
2018-01-31,1708.1817957399926,-1822.6673774854949,5114.825103812588
2018-02-01,1579.3808815683365,-1876.7680021240487,5210.0244327261025
2018-02-02,1762.7768239680597,-1617.3862999472058,5149.377748198903
2018-02-03,1435.5037888503439,-1851.0140040203974,4587.0605948400525
2018-02-04,995.710691341162,-2263.2207816566006,4496.915001538503
2018-02-05,1162.4228042119407,-2368.339875906099,4784.191943172027
2018-02-06,937.7933128244986,-2611.572639328086,4232.58784122344
2018-02-07,1253.6981654380156,-2380.398780568922,4830.889298733682
2018-02-08,1123.8484796464704,-2215.29018120583,4669.402515619605
2018-02-09,1490.0456386566532,-2141.7246282230926,5083.37471949897
2018-02-10,1509.1651359721188,-2011.0387605572396,4976.354973043225
2018-02-11,1530.4039159877586,-1949.119242573324,5155.127280776231
2018-02-12,2143.7038293690534,-1008.829147135268,5886.465282227695
2018-02-13,2128.586253801155,-1333.1287246367199,5490.33487864474
2018-02-14,2404.991273985873,-1062.7570915088545,6120.059369029886
2018-02-15,2002.0892770929145,-1808.5946961704726,5517.193007331297
2018-02-16,2112.0201288245235,-1426.2578963789617,5772.905890586986
2018-02-17,1923.9214210456387,-1760.4743260811968,5415.212095600296
2018-02-18,1810.1126324073448,-1756.6205901856617,5392.189668373132
2018-02-19,2280.795992494512,-1087.3636933199339,5834.956088838498
2018-02-20,2021.2844972027606,-1619.0815533455275,5464.40451687318
2018-02-21,2034.8256672314862,-1488.212209783831,5438.731365804621
2018-02-22,1410.8206236609285,-2186.1856558026534,4669.59802331331
2018-02-23,1400.7326242241836,-1805.3269528700796,4864.42220118333
2018-02-24,1161.615303646846,-2379.246163743022,4805.196547096049
2018-02-25,1022.5282369931688,-2561.893198716415,4977.54440972411
2018-02-26,1568.047027150727,-1820.395488695581,5202.378056420498
2018-02-27,1510.1052953727349,-2054.4497371887805,4857.46875585922
2018-02-28,2001.726158895432,-1489.5169885821558,5533.486512906357
2018-03-01,2065.843693672472,-1451.1025926307652,5466.744712583011
2018-03-02,2840.4222465387084,-649.3181677251305,6284.398027501406
2018-03-03,3176.4048289727402,-184.9397130513214,6872.213181198689
2018-03-04,3258.764177821828,-199.19006463313062,6920.2697367499195
2018-03-05,3725.0532953851543,212.826337025974,7231.62896623511
2018-03-06,3402.161980663383,-214.9924335426447,6908.387538746813
2018-03-07,3670.7796356595854,-139.17343550281808,7380.860571681927
2018-03-08,3577.688606693269,-78.92080389809954,7042.053073779648
2018-03-09,4249.16424015119,775.0455629655346,7791.153183058353
2018-03-10,4433.804741430438,593.4134756435548,8057.775318534357
2018-03-11,4320.084021046918,532.2877123885343,7708.738470321848
2018-03-12,4621.617134403204,993.0595585037693,8116.759814628534
2018-03-13,4125.314301970957,856.9969589833906,7664.995213377466
2018-03-14,4189.420576180553,714.4080507824256,7869.657895731224
2018-03-15,3701.2794111618177,188.99311275538574,7175.288106583195
2018-03-16,3807.1083427038793,170.2661195490139,7098.028840560117
2018-03-17,3349.258947379226,-268.4494592228292,6619.865760954123
2018-03-18,2791.3893866421213,-888.1496148728772,6161.868768150488
2018-03-19,3102.8003083580898,-444.42646086326,6678.050522726488
2018-03-20,3062.4215660203236,-107.69606114855075,6579.225000511278
2018-03-21,3928.2734731068513,499.96315636367,7386.9282958282565
2018-03-22,4300.28970956007,1100.9006300220735,7926.4856570949905
2018-03-23,5173.672525608038,1505.2780771359567,8679.034280597667
2018-03-24,5233.991377496311,1828.4062058849033,8790.165826251505
2018-03-25,4891.813805313294,1378.7418608487176,8306.428947529
2018-03-26,5070.618228655316,1511.4884196591659,8513.618658887333
2018-03-27,4437.679812620633,1049.5100050339267,7833.978760529654
2018-03-28,4359.599422153619,747.9566271746829,7701.143993351209
2018-03-29,3622.683573514835,6.707534140898899,7089.6786336764235
2018-03-30,3611.2334459033605,-122.33111901389178,7080.114933317808
2018-03-31,3237.8804430080763,-23.67291127995439,6857.137561874407
2018-04-01,2980.728700954566,-605.2564252406622,6636.071243625228
2018-04-02,3622.5363441078725,144.55589861404138,7164.734741784743
2018-04-03,3529.3875208923855,252.55376691641814,7042.315058895195
2018-04-04,3971.911671300861,534.9753710087726,7527.5190024465965
2018-04-05,3701.8428911160504,374.8973336474051,7117.681431860626
2018-04-06,4232.886476986893,718.2376280490179,7526.383077865523
2018-04-07,4445.4080893781675,918.1753283724388,7740.080019585753
2018-04-08,4733.377811239435,958.0580575459736,7916.4708669948495
2018-04-09,5783.623814172535,2428.2190495707246,9623.895466262546
2018-04-10,5876.063129420875,2317.334857009597,9344.714988270394
2018-04-11,6425.646978148505,2551.0431637833,10061.800167851992
2018-04-12,6258.162136497166,2806.002644807579,9799.090985497813
2018-04-13,6951.24457043284,3697.1736569979494,10356.490491714736
2018-04-14,7215.908281130901,3486.0713063621874,10705.97444966222
2018-04-15,7305.201377456562,3735.7368157364913,10707.392448445959
2018-04-16,7900.396389616747,4460.516150041041,11358.01142067896
2018-04-17,7363.869478838577,3442.292318537159,10558.342699044852
2018-04-18,7372.626361450154,3923.389944233791,10686.958506606983
2018-04-19,6828.734015769744,3529.7489517722142,10445.408215386411
2018-04-20,7313.3436129442225,3771.153080856959,10988.678596046408
2018-04-21,7348.863277079437,3814.3589893449807,10664.256818642112
2018-04-22,7109.08562473226,3569.2308439799694,10583.735089144198
2018-04-23,7343.104744255048,3736.292740938318,11158.454141500471
2018-04-24,6475.632620597005,3120.069575666653,10071.75559426534
2018-04-25,6309.760401884967,2776.6791346723676,9860.021539032554
2018-04-26,5674.904871005318,2440.567596628581,9464.108681634894
2018-04-27,6136.5128502678635,2510.93770189124,9818.109846220636
2018-04-28,6182.595052907563,2606.965974734764,9538.367985030205
2018-04-29,6120.6479686057455,2592.908247340467,9707.84684080028
2018-04-30,6849.8224536093385,3216.992455676118,10510.555402768898
2018-05-01,6701.870585787276,3313.2922346120713,10334.012272189797
2018-05-02,7280.391435788301,3872.1337061215268,10825.8417595141
2018-05-03,7032.502456828879,3517.3773412765736,10386.92795502026
2018-05-04,7371.302742243991,3639.5741645798826,10823.76977481106
2018-05-05,6827.713065798792,3022.150239187477,10480.967121209229
2018-05-06,5947.772959981639,2722.4826522040826,9532.814782360352
2018-05-07,6001.231198144482,2605.2901523631795,9279.189591175587
2018-05-08,5445.828383819548,2042.026089637859,9008.560576863216
2018-05-09,5885.5276399344475,2333.09161989431,9485.688758215361
2018-05-10,5698.262434327718,2013.7452846237456,9400.907729039078
2018-05-11,6370.0548210069755,2834.5125440274546,9715.235757502229
2018-05-12,6423.3398544180445,2766.553984927667,10057.11669622489
2018-05-13,6439.659996440838,2821.1297408412315,9843.698392920049
2018-05-14,7469.591387053628,3724.980716696282,11111.733037726832
2018-05-15,7585.941242615247,4000.3965153701934,11290.362984146997
2018-05-16,8284.580572594903,4490.141531382724,12081.318913997224
2018-05-17,7908.547480205938,4517.543739221071,11570.2071308064
2018-05-18,8218.548313832649,4960.591016743974,12031.728804814084
2018-05-19,7931.478027294732,4654.866916561557,11314.202187975528
2018-05-20,7726.603240691886,4447.344403477876,11135.55131605401
2018-05-21,8595.530743793463,4975.684623108672,12114.682989785832
2018-05-22,8339.844612274424,4750.302345855318,11687.61756975227
2018-05-23,8761.401876041777,5261.375031148005,12387.527516282895
2018-05-24,7992.360088218115,4832.617828057371,11298.479318144311
2018-05-25,8052.697312741953,4358.150672154322,11603.361059072573
2018-05-26,7630.999172399409,4359.8163202722135,11256.956274612668
2018-05-27,7347.168051848054,3980.403991807744,10845.740656610851
2018-05-28,8183.3938256551755,4866.542469882652,11602.839451056674
2018-05-29,8073.773726515738,4629.637568339569,11532.256346464826
2018-05-30,8781.911832871523,5087.925101343623,12445.16717347951
2018-05-31,8756.640107243931,5071.071694363365,12377.065370784761
2018-06-01,9826.001978697674,6294.217977181515,13178.07920811916
2018-06-02,10279.4475373279,6815.232015856073,13638.461129852658
2018-06-03,10411.824661924156,6753.002089455666,13945.988743728141
2018-06-04,11135.062030340241,7943.791284996299,14663.310256645771
2018-06-05,10513.78154237111,7160.652666642733,14094.120748805539
2018-06-06,10663.022126964568,7136.186635833254,14209.350145057155
2018-06-07,10201.13154570177,6471.965725518123,13481.98669062132
2018-06-08,10984.931786947067,7635.866590820026,14729.7335374679
2018-06-09,11147.03061843904,7571.947617031801,14840.130067832117
2018-06-10,10930.262665523636,7479.601993009938,14567.26375452371
2018-06-11,11323.375701715482,8016.2567603994385,14829.775683483094
2018-06-12,10406.057094142594,6940.406896711924,13882.239385305478
2018-06-13,10185.991716409288,6713.720723483697,13669.387465367947
2018-06-14,9437.579799349778,5758.928657514723,12817.181024347523
2018-06-15,9579.159446779928,6164.412866288206,12908.897137321359
2018-06-17,7984.969499970216,4033.3688172117495,11513.236677888159
2018-06-18,8239.270438740776,4705.803724422871,11567.318142427961
2018-06-19,7888.07286915374,4145.807210899549,11424.597688044752
2018-06-20,8995.223653451918,5190.839676271474,12289.684411724527
2018-06-21,9562.166805043627,6071.665917942489,13158.47784794346
2018-06-22,11063.041376689804,7393.709720254109,14601.047342947857
2018-06-23,11378.657059294314,7751.401071615738,14871.649647701173
2018-06-24,10988.476954490008,7482.124512313783,14368.21240311217
2018-06-25,11239.188196493742,7532.719768984446,14369.102970394108
2018-06-26,10205.636952895988,6521.465499477108,13716.171191716576
2018-06-27,10008.048650887946,6578.105104488233,13385.040809918817
2018-06-28,8841.504922417842,5290.303320423655,12286.030966924252
2018-06-29,8698.940168487927,5168.336980429632,12229.947588713447
2018-06-30,7911.171972687172,4411.6520622292655,11474.48757422392
2018-07-01,7220.5105287230235,3604.6665887147014,10796.918369018098
2018-07-02,7879.440043065241,4296.453045007542,11567.84648901596
2018-07-03,7540.433667228652,4132.036594035872,10998.643797418245
2018-07-04,8040.467118420989,4501.435146286142,11553.4803544152
2018-07-05,7423.098116779495,3827.129668125649,10763.280377759316
2018-07-06,7822.271343656145,4157.115305914305,11516.994583654787
2018-07-07,7618.3554266267665,4392.115485290027,10984.014635893356
2018-07-08,7514.486754163782,4027.537020383195,10833.365999026746
2018-07-09,8625.862708319366,4921.971835237176,11895.282995676054
2018-07-10,8442.321555450153,4932.596867477322,12028.681372890245
2018-07-11,8926.783224941559,5472.777432121267,12364.616881231439
2018-07-12,8271.939871729091,4824.47304380982,11915.718941358798
2018-07-13,8780.596689435588,5236.615931561534,12220.712224216537
2018-07-14,8695.215331089632,5007.318123699772,12000.018004024962
2018-07-15,8495.46713736524,5298.876006094476,11579.679274192322
2018-07-16,9162.021838463228,5775.408169111199,12665.89241813493
2018-07-17,8209.072685771987,4491.676091229227,11668.033634872148
2018-07-18,7933.256309180915,4111.918591892054,11405.12732231747
2018-07-19,6750.120625623414,3265.8865384171813,10059.610488464788
2018-07-20,7069.09117795698,3668.911890981696,10556.7217411758
2018-07-21,6929.665268324613,3604.4581361566657,10611.431301863262
2018-07-22,6634.105695878653,3108.051740755061,10062.556899273424
2018-07-23,7150.647673553537,3931.441420842292,10757.538566057437
2018-07-24,6061.96488453985,2353.6793719637512,9504.402850266064
2018-07-25,5855.584842958836,2161.548094722021,9237.134468554541
2018-07-26,4909.422512912808,1317.5223640101815,8334.174081765404
2018-07-27,5569.6665978834035,2201.568353197281,8779.569715376085
2018-07-28,5753.166831720514,2468.2645467879797,9006.158321450826
2018-07-29,5863.309473402717,2336.2203351109033,9305.54695136374
2018-07-30,7090.930140274369,3419.076375753672,10534.313091723201
2018-07-31,7044.386944999216,3543.936682833429,10727.856677592652
2018-08-01,8053.404366427644,4684.834618394131,11533.046485335104
2018-08-02,8005.330049219486,4467.181495623679,11389.990009043462
2018-08-03,8889.529138049054,5436.686984340564,12473.668219730436
2018-08-04,8489.66822623984,4835.941986659408,11872.878921374737
2018-08-05,7509.517964961243,3713.0455868983786,10648.333406285588
2018-08-06,7621.352614505288,4385.3650217624045,11315.600697060278
2018-08-07,6710.263022692184,3044.1285427671764,10007.277642227891
2018-08-08,7241.151387366068,3724.962141615812,10594.984784365075
2018-08-09,6993.214928390057,3603.944720463118,10484.638226594729
2018-08-10,7979.383860492875,4563.722236345227,11524.740688440816
2018-08-11,8005.431622330982,4415.7862076755255,11474.600047077896
2018-08-12,7822.3578822307645,4257.020198854023,11258.932699556557
2018-08-13,8962.856698298745,5172.906605655295,12343.354932062597
2018-08-14,8880.67599555293,5144.1352071309675,12296.390028314334
2018-08-15,9645.364814177557,5970.58234350834,13046.663531277045
2018-08-16,9087.100974272273,5341.939231604678,12562.12722419169
2018-08-17,9275.758886546279,5790.408774196997,12892.438017334773
2018-08-18,8423.543908916185,4983.764655521002,12182.364080436522
2018-08-19,7556.205059717423,3940.9880690453556,10862.17234439253
2018-08-20,8232.966318048608,4505.587134427749,11638.546983378348
2018-08-21,7685.554322613693,4065.5802595015007,11260.152513778055
2018-08-22,7997.178750962407,4484.289343927488,11370.01793303821
2018-08-23,6812.127272622453,3305.9540113792855,10544.344588742822
2018-08-24,6635.037880445981,3149.697692221691,10079.811256187564
2018-08-25,5649.9121637464905,2219.6889322713128,9348.49718804664
2018-08-26,4823.504338418609,1223.573546410805,8441.3882235977
2018-08-27,5625.015114516665,2284.063295497801,8976.803729001318
2018-08-28,5252.0782524110255,1804.8922081190562,8816.4962488044
2018-08-29,6047.142744721613,2370.283120007446,9698.611736496228
2018-08-30,5826.405315386345,2151.6173193877653,9171.06020331276
2018-08-31,7113.082754988267,3496.397635811517,10386.571450962107
2018-09-01,7676.0184073783985,4477.032805272332,11052.23999336361
2018-09-02,7981.207793703809,4741.757785638622,11489.876387460332
2018-09-03,9204.511646964977,5434.988205305844,12792.065872197782
2018-09-04,8560.501452799674,4815.015762229094,12044.854357417824
2018-09-05,8811.633299917681,5181.617420095362,12276.298495460409
2018-09-06,8091.301996056625,4799.132079182533,11499.416690901471
2018-09-07,9087.093940103512,5810.11429685211,12479.557122196726
2018-09-08,9398.227224176959,5923.722762641642,12633.958748540297
2018-09-09,9349.581484287066,5994.02787828427,12733.422090053584
2018-09-10,10137.536911520438,6617.01687267773,13445.831082742046
2018-09-11,9031.97769093901,5618.0985782976,12523.726584471746
2018-09-12,8895.082631406693,5354.624897252981,12446.022432035374
2018-09-13,7682.476501856581,4040.6514836141428,11329.885405414516
2018-09-14,7919.639990482955,4380.245321163219,11371.657091021834
2018-09-15,7121.089609587174,3727.7732457786556,10657.986109175348
2018-09-16,5921.395635670525,2335.851205629962,9441.379597184283
2018-09-17,6066.310538131063,2630.083591721883,9627.106550771417
2018-09-18,5189.762191272012,1526.9309584717569,8759.470461303532
2018-09-19,6240.11876679006,3073.7079169645904,10046.45620698624
2018-09-20,6760.629917770051,3244.0102546786925,9822.780278096176
2018-09-21,8796.88975473115,5228.306678667707,12139.570882492095
2018-09-22,9401.148372568963,5811.303487565267,12979.520586489925
2018-09-23,9052.116130865168,5534.068484831282,12558.805061516847
2018-09-24,9088.51852043347,5597.287507432549,12745.38973759287
2018-09-25,8023.744410716838,4545.061345618373,11525.985448568823
2018-09-26,7306.208286460194,3924.7074060802693,11018.93094433167
2018-09-27,5737.818436691119,2308.5622845316557,9171.21066686662
2018-09-28,5518.073905246058,2028.1152762650609,9017.946035903697
2018-09-29,4401.391772018368,867.0367728718987,7668.379567059877
2018-09-30,3362.953711737518,-246.25644355421696,6881.483918764481
2018-10-01,4163.411742058359,506.09344855390674,7670.327047299484
2018-10-02,3825.6084682283254,320.8517087500201,7169.892650094533
2018-10-03,5025.941282316986,1609.8964689963605,8591.65466318957
2018-10-04,4389.046888096777,748.4989369694738,7816.051112083618
2018-10-05,5236.540538582968,1713.3141161667559,8758.415466878527
2018-10-06,5148.908072684625,1828.4778152750632,8847.909971589981
2018-10-07,5154.799957623935,1743.4582057083373,8691.58033764102
2018-10-08,6885.688284891502,3336.2214451097952,10156.562981864467
2018-10-09,6564.7535103755,2680.962964397921,10077.710175672966
2018-10-10,8315.967822222996,4644.737901992217,11597.294050323413
2018-10-11,7959.715670901033,4478.695406004811,11390.851934154707
2018-10-12,8977.304802394307,5549.830201212705,12415.85836400047
2018-10-13,9138.626599896654,5453.150404521731,12541.2035524837
2018-10-14,9225.082223065227,5941.407691075026,12880.093370130457
2018-10-15,10582.173764693618,6995.887879708358,14135.674425311992
2018-10-16,9848.891703343794,6096.771410887726,13305.254447112386
2018-10-17,9827.491861786488,6407.095572824543,13403.267453691542
2018-10-18,8338.701701510086,5032.860312087565,11595.47113535767
2018-10-19,8612.364743138322,5237.94086032258,12078.986939637232
2018-10-20,8304.850426327672,4882.107098297198,11509.211260758117
2018-10-21,7965.060477634931,4377.375745980329,11602.442499954257
2018-10-22,8812.136470619913,5283.7329232932025,12393.495988314558
2018-10-23,7506.840132447581,3936.1335950043663,11002.238930908643
2018-10-24,7104.6116214402855,3528.602837167764,10473.007500316562
2018-10-25,5482.447803189964,1895.042600530167,9026.265515290688
2018-10-26,5822.883516499366,2132.9072643861127,9384.28307385201
2018-10-27,5575.388854065922,2050.1638195021287,9198.708963279376
2018-10-28,5300.462535202001,1935.586088468813,8853.607139835845
2018-10-29,6463.2949721639125,2895.0229415858807,9912.674939362641
2018-10-30,5901.674297156262,2473.6752191490173,9333.12050091987
2018-10-31,6672.2901497590665,3228.8099360430306,10082.214049155216
2018-11-01,6175.206449212314,2573.1884763800276,9665.310979671553
2018-11-02,7062.688593887197,3624.5073434603332,10471.769973834258
2018-11-03,6409.6585368393735,2982.541409878762,9977.589528704837
2018-11-04,4950.750074034221,1378.439503055448,8610.482590017611
2018-11-05,4711.324687063107,1081.5837643596506,8128.824165826635
2018-11-06,3013.03888646438,-644.3984923302248,6298.42389866028
2018-11-07,3216.5023881239504,36.13726301691744,6584.635079985326
2018-11-08,2638.4292332874898,-1062.9287183659953,6007.517419880157
2018-11-09,3875.1481113166888,718.0437066708976,7503.151343599742
2018-11-10,3966.1605609399007,282.5514965121733,7326.823407322453
2018-11-11,3732.705576399175,333.8685066043203,7306.699441532944
2018-11-12,5141.098698729232,1604.695127412015,8702.932146078945
2018-11-13,5074.607473407102,1537.3799693503365,8654.700366077011
2018-11-14,6410.519219020349,3244.266721972647,9656.929493138554
2018-11-15,6072.047899339691,2627.096011063143,9535.16235282343
2018-11-16,6786.86142325105,3561.743658550688,10393.325271414571
2018-11-17,5985.723428045886,2484.024003605186,9522.512356776244
2018-11-18,4961.447616512894,1316.4600437408942,8369.453233939928
2018-11-19,5882.196234123266,2371.562131414169,9417.049344629171
2018-11-20,5437.514880253953,2030.9715254058542,9059.45897936577
2018-11-21,6345.529129468364,2543.6563224946053,9875.811214493884
2018-11-22,5453.1651686127725,2034.1988034717688,8854.532489688614
2018-11-23,5710.271272900129,2060.171269954889,9252.053532476306
2018-11-24,4678.231156538686,1195.511413045077,8166.538647078302
2018-11-25,3652.224277271065,88.58582666232859,7027.819601928858
2018-11-26,4662.316192331339,1264.1270395028657,7821.342904811464
2018-11-27,4249.058921322457,873.6357707305773,7785.6583128321145
2018-11-28,5341.0682511825225,1565.043983802588,8698.314836041409
2018-11-29,5062.592612863078,1779.175419690168,8725.518222112874
2018-11-30,6582.746385572304,3176.51303963832,10050.710546540697
2018-12-01,7175.682030780769,3682.049125411011,10458.785620990211
2018-12-02,7563.799829472421,4016.423369826042,11018.784181128936
2018-12-03,9248.610634615341,5602.6456969503215,12878.982087159087
2018-12-04,8567.004440696892,5217.440612026132,12223.529661600965
2018-12-05,8828.075198853729,5199.993422663136,12318.36165555972
2018-12-06,7627.025873010359,4104.872239649449,11095.377228636356
2018-12-07,8500.02213132738,4795.9607767349235,12056.345951789774
2018-12-08,8639.613450970412,5198.187560559597,12350.073763001543
2018-12-09,8563.503192152932,5129.074546843417,12004.72674381515
2018-12-10,9686.811676458288,6331.957793690118,13327.38957775761
2018-12-11,8384.887370152728,4595.873039551366,12104.803762079462
2018-12-12,8161.061408292017,4626.4446530646155,11584.705737753493
2018-12-13,6528.863943695298,2994.5790286438155,10325.360689081326
2018-12-14,6835.661556612908,3107.6917768122444,10470.999388779923
2018-12-15,6036.182321195968,2445.167879623493,9433.053130580927
2018-12-16,4813.105175519024,1341.4560446151158,8272.031381014453
2018-12-17,5145.795578567331,1854.7776173365655,8413.828376066822
2018-12-18,3968.6859804659543,473.4396266963145,7611.033496435684
2018-12-19,5106.48102065214,1648.4139703140518,8503.398740253184
2018-12-20,5753.404491017421,2269.823676081552,9468.774517152726
2018-12-21,8660.238548346904,5372.61252415257,12299.842842922753
2018-12-22,10089.513165051469,6447.024402925055,13345.37839987657
2018-12-23,10347.576426316215,6721.8945898494385,13720.98152364121
2018-12-24,11288.965335015848,7977.566591272931,14675.247283322149
2018-12-25,9692.367834965109,6230.513566925331,13282.892009627552
2018-12-26,9391.474371160006,6060.6404942307345,12810.93962213729
2018-12-27,7582.140114513515,3895.196882318287,10959.339833124224
2018-12-28,7536.980870024799,4172.295051424489,11099.585629237825
2018-12-29,6282.354818568424,2842.729184472327,9737.636303870519
2018-12-30,4949.51268497194,1436.301927250025,8491.373981490633
2018-12-31,5784.001742227422,2397.0764818170114,9417.944004246334
2019-01-01,5231.23454899656,1768.2363191654943,9137.461127909906
2019-01-02,6481.059418075049,2862.7555934126476,10116.117147408846
2019-01-03,6072.517128142724,2490.7832598093687,9483.447865065229
2019-01-04,7109.627945952208,3768.6005159875303,10830.722056593431
2019-01-05,6711.266235442394,3269.4272407269073,10435.755044404603
2019-01-06,6194.000919923619,2711.817796404607,9458.353456627037
2019-01-07,7782.733010774889,4389.929089375144,11402.313587106164
2019-01-08,7655.648693177477,4088.167874199284,11209.495981209711
2019-01-09,8898.080999632946,5305.53575285838,12642.686953674773
2019-01-10,8195.121399905407,4654.096894574653,11581.284853711282
2019-01-11,9022.379523597356,5361.317460511023,12482.601485150106
2019-01-12,8637.141174813636,5291.875978333235,12195.996554788891
2019-01-13,8193.415356314074,4902.616355045411,11884.734672273324
2019-01-14,9531.405511322591,6135.989846713557,13122.850623013923
2019-01-15,8489.983445094871,4758.755065514704,11952.806574258286
2019-01-16,8331.475263753338,4734.152735884878,11764.105365680862
2019-01-17,6163.968434015784,2449.5508592173583,9670.041276222639
2019-01-18,5967.890533604751,2665.986062292588,9462.00419632682
2019-01-19,5074.234507451228,1692.8248354251123,8460.045465821479
2019-01-20,4426.238234147747,975.2683703313546,7844.176683065479
2019-01-21,5609.121932624006,2184.3350360143595,9375.176884265658
2019-01-22,4348.55112089114,644.6571686200174,7770.206546423731
2019-01-23,4143.189846212704,709.3530116875063,7937.475123911869
2019-01-24,2243.3864639112035,-1217.769376792775,5870.627914859532
2019-01-25,2641.386338450693,-966.6793447410008,5981.045163027565
2019-01-26,2392.2490610812265,-846.92876515854,5815.588364820561
2019-01-27,2295.25159848755,-1327.4740865428664,5647.539093176374
2019-01-28,4091.4868157789974,630.2938521233733,7340.633174967022
2019-01-29,3768.4345369055295,370.359299193391,7399.66731699138
2019-01-30,5030.234794794189,1506.5324263447062,8521.459219176648
2019-01-31,4787.046236768354,1577.6891948669174,8187.875254668866
2019-02-01,6419.222117490775,2833.0675278774274,10041.818920113357
2019-02-02,6338.466776041828,2802.3244451019737,9685.489994039397
2019-02-03,5259.33472511045,1849.188545623204,8898.492513675814
2019-02-04,5357.8074833488745,1939.0521347265844,8933.352268120858
2019-02-05,3438.669705165467,-100.26310045552975,6832.003748048262
2019-02-06,3659.5301805019203,254.50115756129878,6781.0910767850755
2019-02-07,3037.048319109908,-405.4261844197884,6625.498841858634
2019-02-08,4762.390541498322,1307.317982978026,8351.187943557723
2019-02-09,5169.327440149888,1930.4569653578394,8475.410990951126
2019-02-10,5056.571166921619,1637.8468609457666,8834.353919834037
2019-02-11,6724.460731759971,3143.607771900727,10248.32508103466
